"ZipCode","Category","YearsAhead","AbsoluteValue","NormalizedValue","Rank","Metric"
"60610","Crime",5,1076.2941176451,0.649213133572579,40,"Total Number of Crimes"
"60625","Crime",5,1947.11764705882,0.48965435754584,23,"Total Number of Crimes"
"60652","Crime",5,1149.17647058795,0.631577988784427,39,"Total Number of Crimes"
"12311","Crime",5,12008.529411752,0,1,"Total Number of Crimes"
"60622","Crime",5,1336.64705884543,0.590904501294926,31,"Total Number of Crimes"
"60629","Crime",5,3615.11764709283,0.323111732182573,12,"Total Number of Crimes"
"60626","Crime",5,1277.6470588391,0.603055010659459,35,"Total Number of Crimes"
"60642","Crime",5,1297.70588235294,0.598862244380297,34,"Total Number of Crimes"
"60643","Crime",5,2333.8235293993,0.44089587878503,20,"Total Number of Crimes"
"60659","Crime",5,1205.70588235416,0.618653544982997,37,"Total Number of Crimes"
"60633","Crime",5,456.05882352886,0.880320087665053,45,"Total Number of Crimes"
"60646","Crime",5,404.823529413327,0.912394753951411,47,"Total Number of Crimes"
"60612","Crime",5,2905.35294119371,0.381939555111149,16,"Total Number of Crimes"
"6761","Crime",5,4009.41176469497,0.295249364333019,10,"Total Number of Crimes"
"60654","Crime",5,2100.23529411237,0.469279965500457,22,"Total Number of Crimes"
"60634","Crime",5,1213.00000000787,0.617030187415814,36,"Total Number of Crimes"
"60657","Crime",5,2388.9411764726,0.434613310044154,19,"Total Number of Crimes"
"60630","Crime",5,1195.6470588332,0.620908391070908,38,"Total Number of Crimes"
"60707","Crime",5,411.529411762272,0.907972833695032,46,"Total Number of Crimes"
"60631","Crime",5,346.235294112685,0.954471571512741,50,"Total Number of Crimes"
"60613","Crime",5,1431.35294117647,0.572479666964735,29,"Total Number of Crimes"
"60645","Crime",5,1008.52941176582,0.666716050899369,41,"Total Number of Crimes"
"60655","Crime",5,346.529411764706,0.954243033454782,49,"Total Number of Crimes"
"60656","Crime",5,292.352941173426,1,51,"Total Number of Crimes"
"6761","Education",0,3.9,0.684210526315789,40,"Average SQRP Score"
"60644","Education",0,3.19285714285714,0.278195488721805,5,"Average SQRP Score"
"60643","Education",0,3.45,0.425837320574162,16,"Average SQRP Score"
"60642","Education",0,3.88333333333333,0.674641148325358,37,"Average SQRP Score"
"60614","Education",0,3.96666666666667,0.722488038277512,42,"Average SQRP Score"
"60640","Education",0,3.34,0.36267942583732,10,"Average SQRP Score"
"60615","Education",0,3.2,0.282296650717703,6,"Average SQRP Score"
"60639","Education",0,3.54666666666667,0.48133971291866,23,"Average SQRP Score"
"60638","Education",0,3.5875,0.504784688995215,26,"Average SQRP Score"
"60637","Education",0,3.42857142857143,0.413533834586466,14,"Average SQRP Score"
"60616","Education",0,3.50833333333333,0.45933014354067,21,"Average SQRP Score"
"60636","Education",0,2.70833333333333,0,0,"Average SQRP Score"
"60634","Education",0,3.71666666666667,0.578947368421053,32,"Average SQRP Score"
"60617","Education",0,3.44,0.420095693779904,15,"Average SQRP Score"
"60613","Education",0,4.04285714285714,0.766233766233766,45,"Average SQRP Score"
"60633","Education",0,3.15,0.253588516746412,4,"Average SQRP Score"
"60631","Education",0,3.9,0.684210526315789,39,"Average SQRP Score"
"60618","Education",0,3.78125,0.616028708133971,35,"Average SQRP Score"
"60630","Education",0,3.975,0.727272727272727,43,"Average SQRP Score"
"60629","Education",0,3.67777777777778,0.556618819776715,31,"Average SQRP Score"
"60619","Education",0,3.36666666666667,0.377990430622009,11,"Average SQRP Score"
"60628","Education",0,3.05454545454545,0.198782079164854,3,"Average SQRP Score"
"60627","Education",0,4,0.741626794258373,44,"Average SQRP Score"
"60626","Education",0,3.6,0.511961722488038,28,"Average SQRP Score"
"60620","Education",0,3.455,0.428708133971292,17,"Average SQRP Score"
"60625","Education",0,4.14285714285714,0.82365003417635,46,"Average SQRP Score"
"60624","Education",0,3.46842105263158,0.436414001510954,18,"Average SQRP Score"
"60621","Education",0,2.85625,0.084928229665072,2,"Average SQRP Score"
"60623","Education",0,3.39705882352941,0.395440472839853,13,"Average SQRP Score"
"60632","Education",0,3.76071428571429,0.604237867395762,34,"Average SQRP Score"
"60645","Education",0,4.18,0.844976076555024,48,"Average SQRP Score"
"60641","Education",0,3.5,0.454545454545454,19,"Average SQRP Score"
"60655","Education",0,4.175,0.842105263157895,47,"Average SQRP Score"
"60827","Education",0,2.75,0.0239234449760765,1,"Average SQRP Score"
"60707","Education",0,3.25,0.311004784688995,9,"Average SQRP Score"
"12311","Education",0,4.4,0.971291866028708,49,"Average SQRP Score"
"60660","Education",0,3.75,0.598086124401914,33,"Average SQRP Score"
"60659","Education",0,3.88571428571429,0.676008202323991,38,"Average SQRP Score"
"60608","Education",0,3.59565217391304,0.509465363012274,27,"Average SQRP Score"
"60657","Education",0,3.91666666666667,0.69377990430622,41,"Average SQRP Score"
"60656","Education",0,3.86666666666667,0.665071770334928,36,"Average SQRP Score"
"60646","Education",0,4.45,1,50,"Average SQRP Score"
"60609","Education",0,3.21666666666667,0.291866028708134,7,"Average SQRP Score"
"60653","Education",0,3.36666666666667,0.37799043062201,12,"Average SQRP Score"
"60652","Education",0,3.6,0.511961722488038,28,"Average SQRP Score"
"60610","Education",0,3.6625,0.547846889952153,30,"Average SQRP Score"
"60622","Education",0,3.57142857142857,0.495557074504442,25,"Average SQRP Score"
"60651","Education",0,3.5,0.454545454545454,19,"Average SQRP Score"
"60649","Education",0,3.53333333333333,0.473684210526316,22,"Average SQRP Score"
"60647","Education",0,3.55384615384615,0.485461906514538,24,"Average SQRP Score"
"60612","Education",0,3.24,0.305263157894737,8,"Average SQRP Score"
"60659","Education",1,3.99857142857143,0.645624026218234,41,"Average SQRP Score"
